Število naseljenih stanovanj po številu sob in številu oseb, obèine, Slovenija, veèletno;;;
;;;
OBÈINE;ŠTEVILO SOB;ŠTEVILO OSEB;2015
Juršinci;5 sob ali veè;5 oseb;17
Juršinci;5 sob ali veè;6 oseb;13
Juršinci;5 sob ali veè;7 oseb ali veè;7
Kamnik;Število sob - SKUPAJ;Število oseb -SKUPAJ;8870
Kamnik;Število sob - SKUPAJ;1 oseba;1787
Kamnik;Število sob - SKUPAJ;2 osebi;1851
Kamnik;Število sob - SKUPAJ;3 osebe;1603
Kamnik;Število sob - SKUPAJ;4 osebe;1680
Kamnik;Število sob - SKUPAJ;5 oseb;889
Kamnik;Število sob - SKUPAJ;6 oseb;563
Kamnik;Število sob - SKUPAJ;7 oseb ali veè;497
Kamnik;1 soba;Število oseb -SKUPAJ;1139
Kamnik;1 soba;1 oseba;563
Kamnik;1 soba;2 osebi;254
Kamnik;1 soba;3 osebe;157
Kamnik;1 soba;4 osebe;102
Kamnik;1 soba;5 oseb;37
Kamnik;1 soba;6 oseb;11
Kamnik;1 soba;7 oseb ali veè;15
Kamnik;2 sobi;Število oseb -SKUPAJ;2094
Kamnik;2 sobi;1 oseba;538
Kamnik;2 sobi;2 osebi;582
Kamnik;2 sobi;3 osebe;398
Kamnik;2 sobi;4 osebe;360
Kamnik;2 sobi;5 oseb;124
Kamnik;2 sobi;6 oseb;45
Kamnik;2 sobi;7 oseb ali veè;47
Kamnik;3 sobe;Število oseb -SKUPAJ;2034
Kamnik;3 sobe;1 oseba;363
Kamnik;3 sobe;2 osebi;460
Kamnik;3 sobe;3 osebe;418
Kamnik;3 sobe;4 osebe;421
Kamnik;3 sobe;5 oseb;183
Kamnik;3 sobe;6 oseb;109
Kamnik;3 sobe;7 oseb ali veè;80
Kamnik;4 sobe;Število oseb -SKUPAJ;1621
Kamnik;4 sobe;1 oseba;193
Kamnik;4 sobe;2 osebi;319
Kamnik;4 sobe;3 osebe;324
Kamnik;4 sobe;4 osebe;388
Kamnik;4 sobe;5 oseb;207
Kamnik;4 sobe;6 oseb;110
Kamnik;4 sobe;7 oseb ali veè;80
Kamnik;5 sob ali veè;Število oseb -SKUPAJ;1982
Kamnik;5 sob ali veè;1 oseba;130
Kamnik;5 sob ali veè;2 osebi;236
Kamnik;5 sob ali veè;3 osebe;306
Kamnik;5 sob ali veè;4 osebe;409
Kamnik;5 sob ali veè;5 oseb;338
Kamnik;5 sob ali veè;6 oseb;288
Kamnik;5 sob ali veè;7 oseb ali veè;275
Kanal;Število sob - SKUPAJ;Število oseb -SKUPAJ;1933
Kanal;Število sob - SKUPAJ;1 oseba;496
Kanal;Število sob - SKUPAJ;2 osebi;450
Kanal;Število sob - SKUPAJ;3 osebe;385
Kanal;Število sob - SKUPAJ;4 osebe;308
Kanal;Število sob - SKUPAJ;5 oseb;146
Kanal;Število sob - SKUPAJ;6 oseb;91
Kanal;Število sob - SKUPAJ;7 oseb ali veè;57
Kanal;1 soba;Število oseb -SKUPAJ;65
Kanal;1 soba;1 oseba;41
Kanal;1 soba;2 osebi;10
Kanal;1 soba;3 osebe;10
Kanal;1 soba;4 osebe;2
Kanal;1 soba;5 oseb;0
Kanal;1 soba;6 oseb;0
Kanal;1 soba;7 oseb ali veè;2
Kanal;2 sobi;Število oseb -SKUPAJ;318
Kanal;2 sobi;1 oseba;125
Kanal;2 sobi;2 osebi;79
Kanal;2 sobi;3 osebe;52
Kanal;2 sobi;4 osebe;38
Kanal;2 sobi;5 oseb;13
Kanal;2 sobi;6 oseb;7
Kanal;2 sobi;7 oseb ali veè;4
Kanal;3 sobe;Število oseb -SKUPAJ;619
Kanal;3 sobe;1 oseba;165
Kanal;3 sobe;2 osebi;165
Kanal;3 sobe;3 osebe;135
Kanal;3 sobe;4 osebe;96
Kanal;3 sobe;5 oseb;37
Kanal;3 sobe;6 oseb;10
Kanal;3 sobe;7 oseb ali veè;11
Kanal;4 sobe;Število oseb -SKUPAJ;541
Kanal;4 sobe;1 oseba;122
Kanal;4 sobe;2 osebi;119
Kanal;4 sobe;3 osebe;104
Kanal;4 sobe;4 osebe;99
Kanal;4 sobe;5 oseb;45
Kanal;4 sobe;6 oseb;34
Kanal;4 sobe;7 oseb ali veè;18
Kanal;5 sob ali veè;Število oseb -SKUPAJ;390
Kanal;5 sob ali veè;1 oseba;43
Kanal;5 sob ali veè;2 osebi;77
Kanal;5 sob ali veè;3 osebe;84
Kanal;5 sob ali veè;4 osebe;73
Kanal;5 sob ali veè;5 oseb;51
Kanal;5 sob ali veè;6 oseb;40
Kanal;5 sob ali veè;7 oseb ali veè;22
Kidrièevo;Število sob - SKUPAJ;Število oseb -SKUPAJ;2091
Kidrièevo;Število sob - SKUPAJ;1 oseba;414
Kidrièevo;Število sob - SKUPAJ;2 osebi;456
Kidrièevo;Število sob - SKUPAJ;3 osebe;430
Kidrièevo;Število sob - SKUPAJ;4 osebe;400
Kidrièevo;Število sob - SKUPAJ;5 oseb;213
Kidrièevo;Število sob - SKUPAJ;6 oseb;113
Kidrièevo;Število sob - SKUPAJ;7 oseb ali veè;65
Kidrièevo;1 soba;Število oseb -SKUPAJ;112
Kidrièevo;1 soba;1 oseba;58
Kidrièevo;1 soba;2 osebi;25
Kidrièevo;1 soba;3 osebe;14
Kidrièevo;1 soba;4 osebe;8
Kidrièevo;1 soba;5 oseb;3
Kidrièevo;1 soba;6 oseb;1
Kidrièevo;1 soba;7 oseb ali veè;3
Kidrièevo;2 sobi;Število oseb -SKUPAJ;486
Kidrièevo;2 sobi;1 oseba;177
Kidrièevo;2 sobi;2 osebi;133
Kidrièevo;2 sobi;3 osebe;78
Kidrièevo;2 sobi;4 osebe;58
Kidrièevo;2 sobi;5 oseb;20
Kidrièevo;2 sobi;6 oseb;13
Kidrièevo;2 sobi;7 oseb ali veè;7
Kidrièevo;3 sobe;Število oseb -SKUPAJ;590
Kidrièevo;3 sobe;1 oseba;105
Kidrièevo;3 sobe;2 osebi;153
Kidrièevo;3 sobe;3 osebe;145
Kidrièevo;3 sobe;4 osebe;109
Kidrièevo;3 sobe;5 oseb;54
Kidrièevo;3 sobe;6 oseb;12
Kidrièevo;3 sobe;7 oseb ali veè;12
Kidrièevo;4 sobe;Število oseb -SKUPAJ;404
Kidrièevo;4 sobe;1 oseba;41
Kidrièevo;4 sobe;2 osebi;81
Kidrièevo;4 sobe;3 osebe;104
Kidrièevo;4 sobe;4 osebe;98
Kidrièevo;4 sobe;5 oseb;41
Kidrièevo;4 sobe;6 oseb;28
Kidrièevo;4 sobe;7 oseb ali veè;11
Kidrièevo;5 sob ali veè;Število oseb -SKUPAJ;499
Kidrièevo;5 sob ali veè;1 oseba;33
Kidrièevo;5 sob ali veè;2 osebi;64
Kidrièevo;5 sob ali veè;3 osebe;89
Kidrièevo;5 sob ali veè;4 osebe;127
Kidrièevo;5 sob ali veè;5 oseb;95
Kidrièevo;5 sob ali veè;6 oseb;59
Kidrièevo;5 sob ali veè;7 oseb ali veè;32
Kobarid;Število sob - SKUPAJ;Število oseb -SKUPAJ;1459
Kobarid;Število sob - SKUPAJ;1 oseba;416
Kobarid;Število sob - SKUPAJ;2 osebi;318
Kobarid;Število sob - SKUPAJ;3 osebe;268
Kobarid;Število sob - SKUPAJ;4 osebe;214
Kobarid;Število sob - SKUPAJ;5 oseb;116
Kobarid;Število sob - SKUPAJ;6 oseb;71
Kobarid;Število sob - SKUPAJ;7 oseb ali veè;56
Kobarid;1 soba;Število oseb -SKUPAJ;71
Kobarid;1 soba;1 oseba;45
Kobarid;1 soba;2 osebi;13
Kobarid;1 soba;3 osebe;10
Kobarid;1 soba;4 osebe;0
Kobarid;1 soba;5 oseb;2
Kobarid;1 soba;6 oseb;0
Kobarid;1 soba;7 oseb ali veè;1
Kobarid;2 sobi;Število oseb -SKUPAJ;150
Kobarid;2 sobi;1 oseba;68
Kobarid;2 sobi;2 osebi;30
Kobarid;2 sobi;3 osebe;19
Kobarid;2 sobi;4 osebe;18
Kobarid;2 sobi;5 oseb;8
Kobarid;2 sobi;6 oseb;5
Kobarid;2 sobi;7 oseb ali veè;2
Kobarid;3 sobe;Število oseb -SKUPAJ;470
Kobarid;3 sobe;1 oseba;163
Kobarid;3 sobe;2 osebi;113
Kobarid;3 sobe;3 osebe;88
Kobarid;3 sobe;4 osebe;65
Kobarid;3 sobe;5 oseb;24
Kobarid;3 sobe;6 oseb;8
Kobarid;3 sobe;7 oseb ali veè;9
Kobarid;4 sobe;Število oseb -SKUPAJ;370
Kobarid;4 sobe;1 oseba;87
Kobarid;4 sobe;2 osebi;84
Kobarid;4 sobe;3 osebe;75
Kobarid;4 sobe;4 osebe;57
Kobarid;4 sobe;5 oseb;36
Kobarid;4 sobe;6 oseb;18
Kobarid;4 sobe;7 oseb ali veè;13
Kobarid;5 sob ali veè;Število oseb -SKUPAJ;398
Kobarid;5 sob ali veè;1 oseba;53
Kobarid;5 sob ali veè;2 osebi;78
Kobarid;5 sob ali veè;3 osebe;76
Kobarid;5 sob ali veè;4 osebe;74
Kobarid;5 sob ali veè;5 oseb;46
Kobarid;5 sob ali veè;6 oseb;40
Kobarid;5 sob ali veè;7 oseb ali veè;31
Kobilje;Število sob - SKUPAJ;Število oseb -SKUPAJ;186
Kobilje;Število sob - SKUPAJ;1 oseba;37
Kobilje;Število sob - SKUPAJ;2 osebi;44
Kobilje;Število sob - SKUPAJ;3 osebe;32
Kobilje;Število sob - SKUPAJ;4 osebe;35
Kobilje;Število sob - SKUPAJ;5 oseb;15
Kobilje;Število sob - SKUPAJ;6 oseb;11
Kobilje;Število sob - SKUPAJ;7 oseb ali veè;12
Kobilje;1 soba;Število oseb -SKUPAJ;8
Kobilje;1 soba;1 oseba;4
Kobilje;1 soba;2 osebi;2
Kobilje;1 soba;3 osebe;1
Kobilje;1 soba;4 osebe;1
Kobilje;1 soba;5 oseb;0
Kobilje;1 soba;6 oseb;0
Kobilje;1 soba;7 oseb ali veè;0
Kobilje;2 sobi;Število oseb -SKUPAJ;46
Kobilje;2 sobi;1 oseba;20
Kobilje;2 sobi;2 osebi;15
Kobilje;2 sobi;3 osebe;4
Kobilje;2 sobi;4 osebe;2
Kobilje;2 sobi;5 oseb;3
Kobilje;2 sobi;6 oseb;0
Kobilje;2 sobi;7 oseb ali veè;2
Kobilje;3 sobe;Število oseb -SKUPAJ;51
Kobilje;3 sobe;1 oseba;7
Kobilje;3 sobe;2 osebi;12
Kobilje;3 sobe;3 osebe;14
Kobilje;3 sobe;4 osebe;14
Kobilje;3 sobe;5 oseb;2
Kobilje;3 sobe;6 oseb;1
Kobilje;3 sobe;7 oseb ali veè;1
Kobilje;4 sobe;Število oseb -SKUPAJ;33
Kobilje;4 sobe;1 oseba;6
Kobilje;4 sobe;2 osebi;6
Kobilje;4 sobe;3 osebe;6
Kobilje;4 sobe;4 osebe;7
Kobilje;4 sobe;5 oseb;4
Kobilje;4 sobe;6 oseb;3
Kobilje;4 sobe;7 oseb ali veè;1
Kobilje;5 sob ali veè;Število oseb -SKUPAJ;48
Kobilje;5 sob ali veè;1 oseba;0
Kobilje;5 sob ali veè;2 osebi;9
Kobilje;5 sob ali veè;3 osebe;7
Kobilje;5 sob ali veè;4 osebe;11
Kobilje;5 sob ali veè;5 oseb;6
Kobilje;5 sob ali veè;6 oseb;7
Kobilje;5 sob ali veè;7 oseb ali veè;8
Koèevje;Število sob - SKUPAJ;Število oseb -SKUPAJ;5110
Koèevje;Število sob - SKUPAJ;1 oseba;1181
Koèevje;Število sob - SKUPAJ;2 osebi;1154
Koèevje;Število sob - SKUPAJ;3 osebe;1012
Koèevje;Število sob - SKUPAJ;4 osebe;825
Koèevje;Število sob - SKUPAJ;5 oseb;430
Koèevje;Število sob - SKUPAJ;6 oseb;270
Koèevje;Število sob - SKUPAJ;7 oseb ali veè;238
Koèevje;1 soba;Število oseb -SKUPAJ;566
Koèevje;1 soba;1 oseba;301
Koèevje;1 soba;2 osebi;115
Koèevje;1 soba;3 osebe;74
Koèevje;1 soba;4 osebe;38
Koèevje;1 soba;5 oseb;17
Koèevje;1 soba;6 oseb;10
Koèevje;1 soba;7 oseb ali veè;11
Koèevje;2 sobi;Število oseb -SKUPAJ;1456
Koèevje;2 sobi;1 oseba;436
Koèevje;2 sobi;2 osebi;389
Koèevje;2 sobi;3 osebe;305
Koèevje;2 sobi;4 osebe;203
Koèevje;2 sobi;5 oseb;64
Koèevje;2 sobi;6 oseb;26
Koèevje;2 sobi;7 oseb ali veè;33
Koèevje;3 sobe;Število oseb -SKUPAJ;1173
Koèevje;3 sobe;1 oseba;262
Koèevje;3 sobe;2 osebi;293
Koèevje;3 sobe;3 osebe;261
Koèevje;3 sobe;4 osebe;200
Koèevje;3 sobe;5 oseb;90
Koèevje;3 sobe;6 oseb;40
Koèevje;3 sobe;7 oseb ali veè;27
Koèevje;4 sobe;Število oseb -SKUPAJ;797
Koèevje;4 sobe;1 oseba;97
Koèevje;4 sobe;2 osebi;197
Koèevje;4 sobe;3 osebe;169
Koèevje;4 sobe;4 osebe;152
Koèevje;4 sobe;5 oseb;89
Koèevje;4 sobe;6 oseb;57
Koèevje;4 sobe;7 oseb ali veè;36
Koèevje;5 sob ali veè;Število oseb -SKUPAJ;1118
Koèevje;5 sob ali veè;1 oseba;85
Koèevje;5 sob ali veè;2 osebi;160
Koèevje;5 sob ali veè;3 osebe;203
Koèevje;5 sob ali veè;4 osebe;232
Koèevje;5 sob ali veè;5 oseb;170
Koèevje;5 sob ali veè;6 oseb;137
Koèevje;5 sob ali veè;7 oseb ali veè;131
Komen;Število sob - SKUPAJ;Število oseb -SKUPAJ;1208
Komen;Število sob - SKUPAJ;1 oseba;295
Komen;Število sob - SKUPAJ;2 osebi;279
Komen;Število sob - SKUPAJ;3 osebe;199
Komen;Število sob - SKUPAJ;4 osebe;223
Komen;Število sob - SKUPAJ;5 oseb;112
Komen;Število sob - SKUPAJ;6 oseb;63
Komen;Število sob - SKUPAJ;7 oseb ali veè;37
Komen;1 soba;Število oseb -SKUPAJ;40
Komen;1 soba;1 oseba;23
Komen;1 soba;2 osebi;4
Komen;1 soba;3 osebe;5
Komen;1 soba;4 osebe;6
Komen;1 soba;5 oseb;2
Komen;1 soba;6 oseb;0
Komen;1 soba;7 oseb ali veè;0
Komen;2 sobi;Število oseb -SKUPAJ;174
Komen;2 sobi;1 oseba;70
Komen;2 sobi;2 osebi;42
Komen;2 sobi;3 osebe;28
Komen;2 sobi;4 osebe;22
Komen;2 sobi;5 oseb;8
Komen;2 sobi;6 oseb;3
Komen;2 sobi;7 oseb ali veè;1
Komen;3 sobe;Število oseb -SKUPAJ;338
Komen;3 sobe;1 oseba;87
Komen;3 sobe;2 osebi;84
Komen;3 sobe;3 osebe;52
Komen;3 sobe;4 osebe;60
Komen;3 sobe;5 oseb;26
Komen;3 sobe;6 oseb;21
Komen;3 sobe;7 oseb ali veè;8
Komen;4 sobe;Število oseb -SKUPAJ;337
Komen;4 sobe;1 oseba;61
Komen;4 sobe;2 osebi;82
Komen;4 sobe;3 osebe;65
Komen;4 sobe;4 osebe;73
Komen;4 sobe;5 oseb;33
Komen;4 sobe;6 oseb;16
Komen;4 sobe;7 oseb ali veè;7
Komen;5 sob ali veè;Število oseb -SKUPAJ;319
Komen;5 sob ali veè;1 oseba;54
Komen;5 sob ali veè;2 osebi;67
Komen;5 sob ali veè;3 osebe;49
Komen;5 sob ali veè;4 osebe;62
Komen;5 sob ali veè;5 oseb;43
Komen;5 sob ali veè;6 oseb;23
Komen;5 sob ali veè;7 oseb ali veè;21
Komenda;Število sob - SKUPAJ;Število oseb -SKUPAJ;1654
Komenda;Število sob - SKUPAJ;1 oseba;269
Komenda;Število sob - SKUPAJ;2 osebi;285
Komenda;Število sob - SKUPAJ;3 osebe;317
Komenda;Število sob - SKUPAJ;4 osebe;339
Komenda;Število sob - SKUPAJ;5 oseb;198
Komenda;Število sob - SKUPAJ;6 oseb;129
Komenda;Število sob - SKUPAJ;7 oseb ali veè;117
Komenda;1 soba;Število oseb -SKUPAJ;60
Komenda;1 soba;1 oseba;28
Komenda;1 soba;2 osebi;13
Komenda;1 soba;3 osebe;7
Komenda;1 soba;4 osebe;4
Komenda;1 soba;5 oseb;3
Komenda;1 soba;6 oseb;2
Komenda;1 soba;7 oseb ali veè;3
Komenda;2 sobi;Število oseb -SKUPAJ;237
Komenda;2 sobi;1 oseba;81
Komenda;2 sobi;2 osebi;47
Komenda;2 sobi;3 osebe;48
Komenda;2 sobi;4 osebe;33
Komenda;2 sobi;5 oseb;16
Komenda;2 sobi;6 oseb;9
Komenda;2 sobi;7 oseb ali veè;3
Komenda;3 sobe;Število oseb -SKUPAJ;397
Komenda;3 sobe;1 oseba;74
Komenda;3 sobe;2 osebi;79
Komenda;3 sobe;3 osebe;86
Komenda;3 sobe;4 osebe;91
Komenda;3 sobe;5 oseb;31
Komenda;3 sobe;6 oseb;17
Komenda;3 sobe;7 oseb ali veè;19
Komenda;4 sobe;Število oseb -SKUPAJ;365
Komenda;4 sobe;1 oseba;40
Komenda;4 sobe;2 osebi;74
Komenda;4 sobe;3 osebe;70
Komenda;4 sobe;4 osebe;89
Komenda;4 sobe;5 oseb;49
Komenda;4 sobe;6 oseb;26
Komenda;4 sobe;7 oseb ali veè;17
Komenda;5 sob ali veè;Število oseb -SKUPAJ;595
Komenda;5 sob ali veè;1 oseba;46
Komenda;5 sob ali veè;2 osebi;72
Komenda;5 sob ali veè;3 osebe;106
Komenda;5 sob ali veè;4 osebe;122
Komenda;5 sob ali veè;5 oseb;99
Komenda;5 sob ali veè;6 oseb;75
Komenda;5 sob ali veè;7 oseb ali veè;75
Koper/Capodistria;Število sob - SKUPAJ;Število oseb -SKUPAJ;17276
Koper/Capodistria;Število sob - SKUPAJ;1 oseba;4395
Koper/Capodistria;Število sob - SKUPAJ;2 osebi;4157
Koper/Capodistria;Število sob - SKUPAJ;3 osebe;3347
Koper/Capodistria;Število sob - SKUPAJ;4 osebe;2761
Koper/Capodistria;Število sob - SKUPAJ;5 oseb;1252
Koper/Capodistria;Število sob - SKUPAJ;6 oseb;698
Koper/Capodistria;Število sob - SKUPAJ;7 oseb ali veè;666
Koper/Capodistria;1 soba;Število oseb -SKUPAJ;1733
Koper/Capodistria;1 soba;1 oseba;822
Koper/Capodistria;1 soba;2 osebi;420
Koper/Capodistria;1 soba;3 osebe;246
Koper/Capodistria;1 soba;4 osebe;169
Koper/Capodistria;1 soba;5 oseb;45
Koper/Capodistria;1 soba;6 oseb;11
Koper/Capodistria;1 soba;7 oseb ali veè;20
Koper/Capodistria;2 sobi;Število oseb -SKUPAJ;4024
Koper/Capodistria;2 sobi;1 oseba;1376
Koper/Capodistria;2 sobi;2 osebi;1081
Koper/Capodistria;2 sobi;3 osebe;746
Koper/Capodistria;2 sobi;4 osebe;496
Koper/Capodistria;2 sobi;5 oseb;187
Koper/Capodistria;2 sobi;6 oseb;70
Koper/Capodistria;2 sobi;7 oseb ali veè;68
Koper/Capodistria;3 sobe;Število oseb -SKUPAJ;5815
Koper/Capodistria;3 sobe;1 oseba;1385
Koper/Capodistria;3 sobe;2 osebi;1563
Koper/Capodistria;3 sobe;3 osebe;1202
Koper/Capodistria;3 sobe;4 osebe;955
Koper/Capodistria;3 sobe;5 oseb;384
Koper/Capodistria;3 sobe;6 oseb;190
Koper/Capodistria;3 sobe;7 oseb ali veè;136
Koper/Capodistria;4 sobe;Število oseb -SKUPAJ;3289
Koper/Capodistria;4 sobe;1 oseba;555
Koper/Capodistria;4 sobe;2 osebi;763
Koper/Capodistria;4 sobe;3 osebe;696
Koper/Capodistria;4 sobe;4 osebe;672
Koper/Capodistria;4 sobe;5 oseb;288
Koper/Capodistria;4 sobe;6 oseb;150
Koper/Capodistria;4 sobe;7 oseb ali veè;165
Koper/Capodistria;5 sob ali veè;Število oseb -SKUPAJ;2415
Koper/Capodistria;5 sob ali veè;1 oseba;257
Koper/Capodistria;5 sob ali veè;2 osebi;330
Koper/Capodistria;5 sob ali veè;3 osebe;457
Koper/Capodistria;5 sob ali veè;4 osebe;469
Koper/Capodistria;5 sob ali veè;5 oseb;348
Koper/Capodistria;5 sob ali veè;6 oseb;277
Koper/Capodistria;5 sob ali veè;7 oseb ali veè;277
Kostanjevica na Krki;Število sob - SKUPAJ;Število oseb -SKUPAJ;744
Kostanjevica na Krki;Število sob - SKUPAJ;1 oseba;138
Kostanjevica na Krki;Število sob - SKUPAJ;2 osebi;148
Kostanjevica na Krki;Število sob - SKUPAJ;3 osebe;137
Kostanjevica na Krki;Število sob - SKUPAJ;4 osebe;152
Kostanjevica na Krki;Število sob - SKUPAJ;5 oseb;80
Kostanjevica na Krki;Število sob - SKUPAJ;6 oseb;48
Kostanjevica na Krki;Število sob - SKUPAJ;7 oseb ali veè;41
Kostanjevica na Krki;1 soba;Število oseb -SKUPAJ;38
Kostanjevica na Krki;1 soba;1 oseba;21
Kostanjevica na Krki;1 soba;2 osebi;5
Kostanjevica na Krki;1 soba;3 osebe;4
Kostanjevica na Krki;1 soba;4 osebe;4
Kostanjevica na Krki;1 soba;5 oseb;2
Kostanjevica na Krki;1 soba;6 oseb;1
Kostanjevica na Krki;1 soba;7 oseb ali veè;1
Kostanjevica na Krki;2 sobi;Število oseb -SKUPAJ;137
Kostanjevica na Krki;2 sobi;1 oseba;39
Kostanjevica na Krki;2 sobi;2 osebi;30
Kostanjevica na Krki;2 sobi;3 osebe;26
Kostanjevica na Krki;2 sobi;4 osebe;24
Kostanjevica na Krki;2 sobi;5 oseb;7
Kostanjevica na Krki;2 sobi;6 oseb;4
Kostanjevica na Krki;2 sobi;7 oseb ali veè;7
Kostanjevica na Krki;3 sobe;Število oseb -SKUPAJ;262
Kostanjevica na Krki;3 sobe;1 oseba;45
Kostanjevica na Krki;3 sobe;2 osebi;59
Kostanjevica na Krki;3 sobe;3 osebe;58
Kostanjevica na Krki;3 sobe;4 osebe;55
Kostanjevica na Krki;3 sobe;5 oseb;23
Kostanjevica na Krki;3 sobe;6 oseb;15
Kostanjevica na Krki;3 sobe;7 oseb ali veè;7
Kostanjevica na Krki;4 sobe;Število oseb -SKUPAJ;151
Kostanjevica na Krki;4 sobe;1 oseba;21
Kostanjevica na Krki;4 sobe;2 osebi;30
Kostanjevica na Krki;4 sobe;3 osebe;22
Kostanjevica na Krki;4 sobe;4 osebe;36
Kostanjevica na Krki;4 sobe;5 oseb;19
Kostanjevica na Krki;4 sobe;6 oseb;11
Kostanjevica na Krki;4 sobe;7 oseb ali veè;12
Kostanjevica na Krki;5 sob ali veè;Število oseb -SKUPAJ;156
Kostanjevica na Krki;5 sob ali veè;1 oseba;12
Kostanjevica na Krki;5 sob ali veè;2 osebi;24
Kostanjevica na Krki;5 sob ali veè;3 osebe;27
Kostanjevica na Krki;5 sob ali veè;4 osebe;33
Kostanjevica na Krki;5 sob ali veè;5 oseb;29
Kostanjevica na Krki;5 sob ali veè;6 oseb;17
Kostanjevica na Krki;5 sob ali veè;7 oseb ali veè;14
Kostel;Število sob - SKUPAJ;Število oseb -SKUPAJ;275
Kostel;Število sob - SKUPAJ;1 oseba;117
Kostel;Število sob - SKUPAJ;2 osebi;70
Kostel;Število sob - SKUPAJ;3 osebe;31
Kostel;Število sob - SKUPAJ;4 osebe;26
Kostel;Število sob - SKUPAJ;5 oseb;11
Kostel;Število sob - SKUPAJ;6 oseb;12
Kostel;Število sob - SKUPAJ;7 oseb ali veè;8
Kostel;1 soba;Število oseb -SKUPAJ;21
Kostel;1 soba;1 oseba;11
Kostel;1 soba;2 osebi;5
Kostel;1 soba;3 osebe;1
Kostel;1 soba;4 osebe;2
Kostel;1 soba;5 oseb;0
Kostel;1 soba;6 oseb;2
Kostel;1 soba;7 oseb ali veè;0
Kostel;2 sobi;Število oseb -SKUPAJ;77
Kostel;2 sobi;1 oseba;41
Kostel;2 sobi;2 osebi;22
Kostel;2 sobi;3 osebe;3
Kostel;2 sobi;4 osebe;5
Kostel;2 sobi;5 oseb;3
Kostel;2 sobi;6 oseb;2
Kostel;2 sobi;7 oseb ali veè;1
Kostel;3 sobe;Število oseb -SKUPAJ;92
Kostel;3 sobe;1 oseba;41
Kostel;3 sobe;2 osebi;24
Kostel;3 sobe;3 osebe;12
Kostel;3 sobe;4 osebe;9
Kostel;3 sobe;5 oseb;2
Kostel;3 sobe;6 oseb;1
Kostel;3 sobe;7 oseb ali veè;3
Kostel;4 sobe;Število oseb -SKUPAJ;44
Kostel;4 sobe;1 oseba;12
Kostel;4 sobe;2 osebi;11
Kostel;4 sobe;3 osebe;6
Kostel;4 sobe;4 osebe;3
Kostel;4 sobe;5 oseb;4
Kostel;4 sobe;6 oseb;6
Kostel;4 sobe;7 oseb ali veè;2
Kostel;5 sob ali veè;Število oseb -SKUPAJ;41
Kostel;5 sob ali veè;1 oseba;12
Kostel;5 sob ali veè;2 osebi;8
Kostel;5 sob ali veè;3 osebe;9
Kostel;5 sob ali veè;4 osebe;7
Kostel;5 sob ali veè;5 oseb;2
Kostel;5 sob ali veè;6 oseb;1
Kostel;5 sob ali veè;7 oseb ali veè;2
Kozje;Število sob - SKUPAJ;Število oseb -SKUPAJ;993
Kozje;Število sob - SKUPAJ;1 oseba;233
Kozje;Število sob - SKUPAJ;2 osebi;191
Kozje;Število sob - SKUPAJ;3 osebe;195
Kozje;Število sob - SKUPAJ;4 osebe;155
Kozje;Število sob - SKUPAJ;5 oseb;113
Kozje;Število sob - SKUPAJ;6 oseb;64
Kozje;Število sob - SKUPAJ;7 oseb ali veè;42
Kozje;1 soba;Število oseb -SKUPAJ;60
Kozje;1 soba;1 oseba;26
Kozje;1 soba;2 osebi;17
Kozje;1 soba;3 osebe;9
Kozje;1 soba;4 osebe;5
Kozje;1 soba;5 oseb;1
Kozje;1 soba;6 oseb;1
Kozje;1 soba;7 oseb ali veè;1
Kozje;2 sobi;Število oseb -SKUPAJ;254
Kozje;2 sobi;1 oseba;93
Kozje;2 sobi;2 osebi;59
Kozje;2 sobi;3 osebe;40
Kozje;2 sobi;4 osebe;32
Kozje;2 sobi;5 oseb;18
Kozje;2 sobi;6 oseb;9
Kozje;2 sobi;7 oseb ali veè;3
Kozje;3 sobe;Število oseb -SKUPAJ;337
Kozje;3 sobe;1 oseba;67
Kozje;3 sobe;2 osebi;73
Kozje;3 sobe;3 osebe;82
Kozje;3 sobe;4 osebe;52
Kozje;3 sobe;5 oseb;38
Kozje;3 sobe;6 oseb;15
Kozje;3 sobe;7 oseb ali veè;10
Kozje;4 sobe;Število oseb -SKUPAJ;179
Kozje;4 sobe;1 oseba;30
Kozje;4 sobe;2 osebi;28
Kozje;4 sobe;3 osebe;30
Kozje;4 sobe;4 osebe;38
Kozje;4 sobe;5 oseb;26
Kozje;4 sobe;6 oseb;11
Kozje;4 sobe;7 oseb ali veè;16
Kozje;5 sob ali veè;Število oseb -SKUPAJ;163
Kozje;5 sob ali veè;1 oseba;17
Kozje;5 sob ali veè;2 osebi;14
Kozje;5 sob ali veè;3 osebe;34
Kozje;5 sob ali veè;4 osebe;28
Kozje;5 sob ali veè;5 oseb;30
Kozje;5 sob ali veè;6 oseb;28
Kozje;5 sob ali veè;7 oseb ali veè;12
Kranj;Število sob - SKUPAJ;Število oseb -SKUPAJ;18399
Kranj;Število sob - SKUPAJ;1 oseba;4299
Kranj;Število sob - SKUPAJ;2 osebi;4299
Kranj;Število sob - SKUPAJ;3 osebe;3542
Kranj;Število sob - SKUPAJ;4 osebe;3224
Kranj;Število sob - SKUPAJ;5 oseb;1499
Kranj;Število sob - SKUPAJ;6 oseb;841
Kranj;Število sob - SKUPAJ;7 oseb ali veè;695
Kranj;1 soba;Število oseb -SKUPAJ;2468
Kranj;1 soba;1 oseba;1246
